10.811	-22.000	4.820	-50.000	0.000	102.070	0.000	1
10.905	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.005	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.106	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.206	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.306	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.406	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.506	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.607	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.707	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.807	-22.000	4.820	-50.000	0.000	102.070	0.000	1
11.907	-22.000	4.820	-50.000	0.000	102.070	0.000	1
12.007	-22.000	4.820	-50.000	0.000	102.070	0.000	1
12.108	-22.000	4.820	-50.000	0.000	102.070	0.000	1
12.208	-22.000	4.820	-50.000	0.000	102.070	0.000	1
12.307	-22.000	4.820	-50.000	0.000	102.070	0.000	1
12.408	-21.250	4.820	-50.160	0.000	102.070	0.000	1
12.508	-20.562	4.820	-50.307	0.000	102.070	0.000	1
12.609	-19.842	4.820	-50.462	0.000	102.070	0.000	1
12.707	-19.842	4.820	-50.462	0.000	102.070	0.000	1
12.809	-19.842	4.820	-50.462	0.000	102.070	0.000	1
12.909	-19.842	4.820	-50.462	0.000	102.070	0.000	1
13.009	-19.842	4.820	-50.462	0.000	102.070	0.000	1
13.110	-19.842	4.820	-50.462	0.000	102.070	0.000	1
13.210	-19.842	4.820	-50.462	0.000	100.712	0.000	1
13.310	-19.842	4.820	-50.462	0.000	97.532	0.000	1
13.410	-19.842	4.820	-50.462	0.000	90.526	0.000	1
13.510	-19.842	4.820	-50.462	0.000	83.177	0.000	1
13.607	-19.842	4.820	-50.462	0.000	73.876	0.000	1
13.711	-19.842	4.820	-50.462	0.000	66.548	0.000	1
13.811	-19.842	4.820	-50.462	0.000	60.552	0.000	1
13.910	-19.842	4.820	-50.462	0.000	55.760	0.000	1
14.011	-19.842	4.820	-50.462	0.000	54.433	0.000	1
14.112	-19.842	4.820	-50.462	0.000	54.433	0.000	1
14.212	-19.842	4.820	-50.462	0.000	55.079	0.000	1
14.311	-19.842	4.820	-50.462	0.000	59.207	0.000	1
14.412	-19.842	4.820	-50.462	0.000	64.305	0.000	1
14.512	-19.842	4.820	-50.462	0.000	71.454	0.000	1
14.611	-19.842	4.820	-50.462	0.000	78.880	0.000	1
14.713	-19.842	4.820	-50.462	0.000	82.239	0.000	1
14.813	-19.842	4.820	-50.462	0.000	83.569	0.000	1
14.913	-19.842	4.820	-50.462	0.000	83.569	0.000	1
15.011	-19.842	4.820	-50.462	0.183	83.569	0.000	1
15.114	-19.842	4.820	-50.462	2.155	83.569	0.000	1
15.214	-19.842	4.820	-50.462	6.162	83.569	0.000	1
15.314	-19.842	4.820	-50.462	11.717	83.569	0.000	1
15.414	-19.842	4.820	-50.462	16.377	83.569	0.000	1
15.514	-19.842	4.820	-50.462	17.769	83.569	0.000	1
15.611	-19.842	4.820	-50.462	18.746	83.569	0.000	1
15.715	-19.842	4.820	-50.462	18.776	83.569	0.000	1
15.815	-19.842	4.820	-50.462	18.776	83.569	0.000	1
15.907	-19.842	4.820	-50.462	18.776	83.569	0.000	1
16.015	-19.625	4.746	-50.437	18.776	83.569	0.000	1
16.115	-18.728	4.439	-50.336	18.776	83.569	0.000	1
16.216	-18.066	4.213	-50.261	18.776	83.569	0.000	1
16.316	-17.372	3.975	-50.183	18.776	83.569	0.000	1
16.416	-16.681	3.739	-50.105	18.776	83.569	0.000	1
16.507	-15.775	3.429	-50.003	18.776	83.569	0.000	1
16.617	-15.080	3.191	-49.925	18.776	83.569	0.000	1
16.717	-14.390	2.965	-49.847	17.440	83.569	0.000	1
16.811	-13.464	2.721	-49.743	12.624	83.569	0.000	1
16.917	-12.777	2.611	-49.665	6.946	83.569	0.000	1
17.014	-12.777	2.611	-49.665	358.838	83.569	0.000	1
17.118	-12.777	2.611	-49.665	354.832	83.569	0.000	1
17.218	-12.777	2.611	-49.665	352.697	83.569	0.000	1
17.311	-12.777	2.611	-49.665	352.308	83.569	0.000	1
