6.773	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
6.864	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
6.964	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.064	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.164	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.265	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.365	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.465	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.565	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.665	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.765	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.866	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
7.966	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
8.066	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
8.166	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
8.267	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
8.367	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
8.467	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
8.567	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
8.667	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
8.768	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
8.868	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
8.966	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
9.068	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
9.165	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
9.268	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
9.369	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
9.469	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
9.569	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
9.669	0.089	1.001	-43.487	0.723	217.394	359.054	1	2	0
9.770	0.089	1.001	-43.487	0.789	221.490	359.108	1	2	0
9.868	0.089	1.001	-43.487	0.842	225.004	359.158	1	2	0
9.970	0.089	1.001	-43.487	0.854	225.822	359.171	1	2	0
10.070	0.089	1.001	-43.487	0.861	226.307	359.178	1	2	0
10.164	0.089	1.001	-43.487	0.904	229.404	359.226	1	2	0
10.271	0.089	1.001	-43.487	0.960	233.774	359.297	1	2	0
10.371	0.089	1.001	-43.487	1.048	241.697	359.436	1	2	0
10.469	0.089	1.001	-43.487	1.124	250.714	359.607	1	2	0
10.571	0.089	1.001	-43.487	1.160	257.064	359.734	1	2	0
10.671	0.089	1.001	-43.487	1.187	266.017	359.917	1	2	0
10.768	0.089	1.001	-43.487	1.186	274.653	0.097	1	2	0
10.872	0.089	1.001	-43.487	1.165	281.715	0.242	1	2	0
10.964	0.089	1.001	-43.487	1.116	290.358	0.414	1	2	0
11.072	0.089	1.001	-43.487	1.060	297.071	0.542	1	2	0
11.172	0.089	1.001	-43.487	0.962	306.073	0.701	1	2	0
11.273	0.089	1.001	-43.487	0.870	313.075	0.813	1	2	0
11.365	0.089	1.001	-43.487	0.727	322.386	0.943	1	2	0
11.473	0.089	1.001	-43.487	0.600	329.718	1.028	1	2	0
11.573	0.089	1.001	-43.487	0.470	336.753	1.094	1	2	0
11.668	0.089	1.001	-43.487	0.275	346.665	1.158	1	2	0
11.774	0.089	1.001	-43.487	0.131	353.704	1.183	1	2	0
11.872	0.089	1.001	-43.487	359.938	2.987	1.189	1	2	0
11.974	0.089	1.001	-43.487	359.818	8.792	1.176	1	2	0
12.074	0.089	1.001	-43.487	359.735	12.845	1.160	1	2	0
12.172	0.214	1.004	-43.022	359.690	15.098	1.149	1	2	0
12.264	0.406	1.007	-42.312	359.690	15.108	1.149	1	2	0
12.375	0.589	1.011	-41.631	359.690	15.108	1.149	1	2	0
12.472	0.840	1.017	-40.703	359.690	15.108	1.149	1	2	0
12.564	1.031	1.020	-39.995	359.690	15.108	1.149	1	2	0
12.675	1.231	1.025	-39.252	359.690	15.108	1.149	1	2	0
12.776	1.414	1.028	-38.575	359.690	15.108	1.149	1	2	0
12.869	1.667	1.034	-37.639	359.690	15.108	1.149	1	2	0
12.976	1.857	1.038	-36.936	359.690	15.108	1.149	1	2	0
13.076	2.040	1.041	-36.257	359.690	15.108	1.149	1	2	0
13.172	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
13.277	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
13.364	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
13.477	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
13.577	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
13.677	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
13.773	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
13.865	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
13.978	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
14.072	2.107	1.043	-36.009	359.690	15.108	1.149	1	2	0
14.178	2.107	1.043	-36.009	359.134	15.097	1.149	1	2	0
14.272	2.107	1.043	-36.009	355.766	15.029	1.152	1	2	0
14.379	2.107	1.043	-36.009	350.993	14.932	1.163	1	2	0
14.476	2.107	1.043	-36.009	342.187	14.745	1.207	1	2	0
14.568	2.107	1.043	-36.009	334.828	14.574	1.270	1	2	0
14.679	2.107	1.043	-36.009	327.459	14.381	1.363	1	2	0
14.772	2.107	1.043	-36.009	319.050	14.117	1.522	1	2	0
14.880	2.218	1.485	-35.563	314.761	13.955	1.632	1	2	0
14.964	2.363	2.148	-34.976	311.335	13.807	1.740	1	2	0
15.076	2.503	2.826	-34.407	310.744	13.780	1.761	1	2	0
15.164	2.602	3.312	-34.002	310.744	13.780	1.761	1	2	0
15.264	2.637	3.481	-33.860	310.749	13.553	1.933	1	2	0
15.364	2.637	3.481	-33.860	310.898	9.692	4.855	1	2	0
15.464	2.637	3.481	-33.860	313.155	3.854	9.229	1	2	0
15.564	2.637	3.481	-33.860	317.899	2.624	10.131	1	2	0
15.665	2.637	3.481	-33.860	323.115	3.784	9.392	1	2	0
15.765	2.637	3.481	-33.860	331.847	5.413	8.514	1	2	0
15.865	2.637	3.481	-33.860	339.088	6.570	8.032	1	2	0
15.965	2.637	3.481	-33.860	348.404	7.227	7.831	1	2	0
16.065	2.637	3.481	-33.860	355.034	5.625	8.087	1	2	0
16.166	2.637	3.481	-33.860	0.158	1.942	8.277	1	2	0
16.266	2.637	3.481	-33.860	4.481	353.980	7.961	1	2	0
16.366	2.637	3.481	-33.860	5.764	347.038	7.336	1	2	0
16.466	2.637	3.481	-33.860	7.295	339.775	6.542	1	2	0
16.566	2.637	3.481	-33.860	12.048	331.732	5.314	1	2	0
16.667	2.637	3.481	-33.860	17.372	328.139	4.477	1	2	0
16.767	2.637	3.481	-33.860	22.214	326.214	3.863	1	2	0
16.864	2.637	3.481	-33.860	24.903	327.923	4.561	1	2	0
16.967	2.637	3.481	-33.860	24.743	331.241	5.955	1	2	0
17.067	2.637	3.481	-33.860	24.582	332.849	6.627	1	2	0
17.168	2.637	3.481	-33.860	24.579	332.880	6.639	1	2	0
17.268	2.346	3.189	-33.293	24.579	332.880	6.639	1	2	0
17.368	2.041	2.883	-32.696	24.579	332.880	6.639	1	2	0
17.468	1.735	2.576	-32.099	24.579	332.880	6.639	1	2	0
17.568	1.444	2.284	-31.532	24.579	332.880	6.639	1	2	0
17.669	1.444	2.284	-31.532	25.915	333.053	6.713	1	2	0
