13.826	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
13.911	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.011	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.112	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.212	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.312	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.412	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.512	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.613	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.713	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.813	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
14.913	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.013	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.114	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.214	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.314	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.414	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.514	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.615	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.715	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.815	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	-1
15.915	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
16.015	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
16.116	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
16.216	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
16.316	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
16.416	0.089	1.001	-43.487	0.683	214.994	359.025	1	2	0
16.516	0.089	1.001	-43.487	0.680	214.841	359.023	1	2	0
16.617	0.089	1.001	-43.487	0.655	213.365	359.006	1	2	0
16.717	0.089	1.001	-43.487	0.579	209.118	358.960	1	2	0
16.817	0.089	1.001	-43.487	0.458	202.635	358.901	1	2	0
16.917	0.089	1.001	-43.487	0.300	194.590	358.848	1	2	0
17.017	0.089	1.001	-43.487	0.125	186.022	358.816	1	2	0
17.118	0.089	1.001	-43.487	359.959	178.041	358.810	1	2	0
17.218	0.089	1.001	-43.487	359.787	169.707	358.829	1	2	0
17.318	0.089	1.001	-43.487	359.627	161.716	358.870	1	2	0
17.418	0.089	1.001	-43.487	359.503	155.317	358.919	1	2	0
17.518	0.089	1.001	-43.487	359.351	146.976	359.002	1	2	0
17.619	0.089	1.001	-43.487	359.214	138.659	359.106	1	2	0
17.719	0.089	1.001	-43.487	359.093	130.346	359.230	1	2	0
17.819	0.089	1.001	-43.487	358.994	122.353	359.363	1	2	0
