6.987	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.081	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.181	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.281	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.381	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.482	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.582	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.682	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.782	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.882	-22.000	4.820	-50.000	0.000	102.070	0.0001
7.983	-22.000	4.820	-50.000	0.000	102.070	0.0001
8.083	-22.000	4.820	-50.000	0.000	102.070	0.0001
8.183	-22.000	4.820	-50.000	0.000	102.070	0.0001
8.283	-22.000	4.820	-50.000	0.000	102.070	0.0001
8.383	-22.000	4.820	-50.000	0.000	102.070	0.0001
8.484	-22.000	4.820	-50.000	0.000	102.070	0.0001
8.584	-22.000	4.820	-50.000	0.000	102.070	0.0001
8.684	-22.000	4.820	-50.000	0.000	102.070	0.0001
8.784	-22.000	4.820	-50.000	0.000	102.070	0.0001
8.884	-22.000	4.820	-50.000	0.000	100.839	0.0001
8.985	-22.000	4.820	-50.000	0.000	97.115	0.0001
9.085	-22.000	4.820	-50.000	0.000	91.903	0.0001
9.184	-22.000	4.820	-50.000	0.000	82.775	0.0001
9.285	-22.000	4.820	-50.000	0.000	75.458	0.0001
9.385	-22.000	4.820	-50.000	0.000	68.435	0.0001
9.486	-22.000	4.820	-50.000	0.000	60.121	0.0001
9.586	-22.000	4.820	-50.000	0.000	52.768	0.0001
9.686	-22.000	4.820	-50.000	0.000	45.308	0.0001
9.786	-22.000	4.820	-50.000	0.000	36.752	0.0001
9.886	-22.000	4.820	-50.000	0.000	29.068	0.0001
9.987	-22.000	4.820	-50.000	0.000	20.439	0.0001
10.087	-22.000	4.820	-50.000	0.000	12.701	0.0001
10.187	-22.000	4.820	-50.000	0.000	5.082	0.0001
10.287	-22.000	4.820	-50.000	0.000	357.485	0.0001
10.383	-22.000	4.820	-50.000	2.307	351.783	0.0001
10.488	-22.000	4.820	-50.000	6.636	349.912	0.0001
10.588	-22.000	4.820	-50.000	12.859	349.770	0.0001
10.688	-22.000	4.820	-50.000	19.782	350.509	0.0001
10.788	-22.000	4.820	-50.000	24.767	353.836	0.0001
10.888	-22.000	4.820	-50.000	27.135	359.489	0.0001
10.983	-22.000	4.820	-50.000	27.386	8.172	0.0001
11.083	-22.000	4.820	-50.000	27.386	16.195	0.0001
11.189	-22.000	4.820	-50.000	27.386	21.619	0.0001
11.289	-22.000	4.820	-50.000	27.386	31.859	0.0001
11.387	-22.000	4.820	-50.000	27.386	40.503	0.0001
11.490	-22.000	4.820	-50.000	27.386	46.577	0.0001
11.590	-22.000	4.820	-50.000	27.386	54.911	0.0001
11.690	-22.000	4.820	-50.000	27.386	62.892	0.0001
11.790	-22.000	4.820	-50.000	26.008	70.118	0.0001
11.883	-22.000	4.820	-50.000	20.982	76.850	0.0001
11.983	-22.000	4.820	-50.000	14.178	79.597	0.0001
12.091	-22.000	4.820	-50.000	6.816	80.118	0.0001
12.191	-22.000	4.820	-50.000	0.195	80.118	0.0001
12.291	-22.000	4.820	-50.000	354.499	80.118	0.0001
12.383	-22.000	4.820	-50.000	353.052	80.118	0.0001
12.487	-22.000	4.820	-50.000	354.795	80.118	0.0001
12.592	-22.000	4.820	-50.000	358.226	80.118	0.0001
12.692	-22.000	4.820	-50.000	4.119	80.118	0.0001
12.791	-22.000	4.820	-50.000	12.972	80.118	0.0001
12.892	-22.000	4.820	-50.000	17.500	80.118	0.0001
12.993	-22.000	4.820	-50.000	20.232	80.118	0.0001
13.091	-21.115	4.478	-49.846	20.936	80.118	0.0001
13.193	-20.468	4.226	-49.733	20.936	80.118	0.0001
13.293	-19.821	3.975	-49.620	20.936	80.118	0.0001
13.383	-18.966	3.643	-49.471	20.936	80.118	0.0001
13.494	-18.290	3.380	-49.354	20.936	80.118	0.0001
13.591	-17.434	3.057	-49.205	19.711	80.118	0.0001
13.694	-16.768	2.840	-49.089	16.589	80.118	0.0001
13.794	-16.060	2.671	-48.965	11.317	80.118	0.0001
13.894	-15.316	2.565	-48.836	6.625	80.118	0.0001
13.995	-14.564	2.501	-48.705	4.117	80.118	0.0001
14.095	-13.526	2.433	-48.524	3.693	80.118	0.0001
14.191	-12.767	2.383	-48.391	3.693	80.118	0.0001
14.283	-12.048	2.336	-48.266	3.693	80.118	0.0001
14.395	-11.293	2.286	-48.135	3.693	80.118	0.0001
14.496	-10.537	2.237	-48.003	3.693	80.118	0.0001
14.591	-9.626	2.185	-47.844	2.461	80.118	0.0001
14.696	-8.961	2.178	-47.728	359.547	80.118	0.0001
14.796	-8.241	2.226	-47.603	354.415	80.118	0.0001
14.887	-7.313	2.412	-47.441	345.393	80.118	0.0001
14.997	-6.655	2.631	-47.327	340.260	80.118	0.0001
15.091	-6.214	2.809	-47.249	336.313	78.992	0.0001
15.197	-6.214	2.809	-47.249	335.487	75.956	0.0001
15.297	-6.214	2.809	-47.249	335.487	70.841	0.0001
15.381	-6.214	2.809	-47.249	335.487	64.098	0.0001
15.481	-6.214	2.809	-47.249	335.487	55.841	0.0001
15.581	-6.214	2.809	-47.249	335.487	49.821	0.0001
15.681	-6.214	2.809	-47.249	335.487	44.955	0.0001
15.782	-6.214	2.809	-47.249	335.487	43.871	0.0001
15.882	-6.214	2.809	-47.249	337.794	43.769	0.0001
15.982	-6.214	2.809	-47.249	342.631	43.769	0.0001
16.082	-6.214	2.809	-47.249	348.515	43.769	0.0001
16.182	-6.214	2.809	-47.249	352.815	43.769	0.0001
16.283	-6.214	2.809	-47.249	355.104	43.769	0.0001
