1	10.928	0.000	0.500	45.000	0.0
1	11.028	0.000	0.500	45.000	0.0
1	11.128	0.000	0.500	45.000	0.0
1	11.228	0.000	0.500	45.000	0.0
1	11.328	0.000	0.500	45.000	0.0
1	11.428	0.000	0.500	45.000	0.0
1	11.516	0.000	0.500	45.000	0.0
1	11.608	0.000	0.500	45.000	0.0
1	11.708	0.000	0.500	45.000	0.0
1	11.788	0.000	0.500	45.000	0.0
1	11.888	0.000	0.500	45.000	0.0
1	11.972	0.000	0.500	45.000	0.0
1	12.072	0.000	0.500	45.000	0.0
1	12.172	0.000	0.500	45.000	0.0
1	12.260	0.000	0.500	45.000	0.0
1	12.360	0.000	0.500	45.000	0.0
1	12.460	0.000	0.500	45.000	0.0
1	12.560	0.000	0.500	45.000	0.0
1	12.660	0.000	0.500	45.000	0.0
1	12.760	0.000	0.500	45.000	0.0
1	12.792	0.000	0.500	45.000	0.0
1	12.892	0.000	0.500	42.600	0.0
1	12.992	0.000	0.500	37.800	0.0
1	13.092	0.000	0.500	30.600	0.0
1	13.192	0.000	0.500	22.600	0.0
1	13.285	0.000	0.500	15.220	0.0
1	13.380	0.000	0.500	7.550	0.0
1	13.480	0.000	0.500	1.950	0.0
1	13.545	0.000	0.500	359.347	0.0
1	13.645	0.000	0.500	357.685	0.0
1	13.745	0.000	0.500	357.685	0.0
1	13.808	0.000	0.500	357.685	0.0
1	13.908	0.000	0.500	355.285	0.0
1	14.004	0.000	0.500	350.809	0.0
1	14.076	0.000	0.500	346.186	0.0
1	14.164	0.000	0.500	339.152	0.0
1	14.264	0.000	0.500	331.152	0.0
1	14.364	0.000	0.500	323.152	0.0
1	14.464	0.000	0.500	315.152	0.0
1	14.564	0.000	0.500	307.152	0.0
1	14.652	0.000	0.500	300.093	0.0
1	14.752	0.000	0.500	292.093	0.0
1	14.852	0.000	0.500	284.093	0.0
1	14.908	0.000	0.500	279.621	0.0
1	15.008	0.000	0.500	271.621	0.0
1	15.108	0.000	0.500	263.621	0.0
1	15.208	0.000	0.500	255.621	0.0
1	15.308	0.000	0.500	247.621	0.0
1	15.396	0.000	0.500	240.572	0.0
1	15.496	0.000	0.500	232.572	0.0
1	15.552	0.000	0.500	228.102	0.0
1	15.652	0.000	0.500	220.102	0.0
1	15.720	0.000	0.500	214.662	0.0
1	15.820	0.000	0.500	206.662	0.0
1	15.920	0.000	0.500	198.662	0.0
1	15.988	0.000	0.500	193.231	0.0
1	16.088	0.000	0.500	185.231	0.0
1	16.151	0.000	0.500	180.170	0.0
1	16.251	0.000	0.500	172.170	0.0
1	16.351	0.000	0.500	164.170	0.0
1	16.403	0.000	0.500	159.996	0.0
1	16.503	0.000	0.500	151.996	0.0
1	16.599	0.000	0.500	144.293	0.0
1	16.699	0.000	0.500	136.294	0.0
1	16.799	0.000	0.500	128.294	0.0
1	16.887	0.000	0.500	121.268	0.0
1	16.959	0.000	0.500	115.490	0.0
1	17.059	0.000	0.500	107.490	0.0
1	17.159	0.000	0.500	99.490	0.0
1	17.220	0.000	0.500	94.683	0.0
1	17.319	0.000	0.500	86.706	0.0
1	17.411	0.000	0.500	79.344	0.0
1	17.504	0.000	0.500	71.954	0.0
1	17.604	0.000	0.500	63.954	0.0
1	17.704	0.000	0.500	55.954	0.0
1	17.804	0.000	0.500	50.354	0.0
1	17.892	0.000	0.500	47.285	0.0
1	17.976	0.000	0.500	46.048	0.0
