1	10.676	0.000	0.500	45.000	0.0
1	10.692	0.000	0.500	45.000	0.0
1	10.709	0.000	0.500	45.000	0.0
1	10.725	0.000	0.500	45.000	0.0
1	10.742	0.000	0.500	45.000	0.0
1	10.759	0.000	0.500	45.000	0.0
1	10.775	0.000	0.500	45.000	0.0
1	10.792	0.000	0.500	45.000	0.0
1	10.809	0.000	0.500	45.000	0.0
1	10.834	0.000	0.500	45.000	0.0
1	10.855	0.000	0.500	45.000	0.0
1	10.872	0.000	0.500	45.000	0.0
1	10.889	0.000	0.500	45.000	0.0
1	10.906	0.000	0.500	45.000	0.0
1	10.922	0.000	0.500	45.000	0.0
1	10.939	0.000	0.500	45.000	0.0
1	10.955	0.000	0.500	45.000	0.0
1	10.972	0.000	0.500	45.000	0.0
1	10.995	0.000	0.500	45.000	0.0
1	11.012	0.000	0.500	45.000	0.0
1	11.028	0.000	0.500	45.000	0.0
1	11.045	0.000	0.500	45.000	0.0
1	11.062	0.000	0.500	45.000	0.0
1	11.078	0.000	0.500	45.000	0.0
1	11.095	0.000	0.500	45.000	0.0
1	11.111	0.000	0.500	45.000	0.0
1	11.128	0.000	0.500	45.000	0.0
1	11.145	0.000	0.500	45.000	0.0
1	11.162	0.000	0.500	45.000	0.0
1	11.178	0.000	0.500	45.000	0.0
1	11.195	0.000	0.500	45.000	0.0
1	11.212	0.000	0.500	45.000	0.0
1	11.228	0.000	0.500	45.000	0.0
1	11.245	0.000	0.500	45.000	0.0
1	11.261	0.000	0.500	45.000	0.0
1	11.278	0.000	0.500	45.000	0.0
1	11.296	0.000	0.500	45.000	0.0
1	11.312	0.000	0.500	45.000	0.0
1	11.330	0.000	0.500	45.000	0.0
1	11.345	0.000	0.500	45.000	0.0
1	11.362	0.000	0.500	45.000	0.0
1	11.379	0.000	0.500	45.000	0.0
1	11.395	0.000	0.500	45.000	0.0
1	11.412	0.000	0.500	45.000	0.0
1	11.428	0.000	0.500	45.000	0.0
1	11.451	0.000	0.500	45.000	0.0
1	11.468	0.000	0.500	45.000	0.0
1	11.484	0.000	0.500	45.000	0.0
1	11.501	0.000	0.500	45.000	0.0
1	11.517	0.000	0.500	45.000	0.0
1	11.534	0.000	0.500	45.000	0.0
1	11.550	0.000	0.500	45.000	0.0
1	11.567	0.000	0.500	45.000	0.0
1	11.584	0.000	0.500	45.000	0.0
1	11.604	0.000	0.500	45.000	0.0
1	11.620	0.000	0.500	45.000	0.0
1	11.637	0.000	0.500	45.000	0.0
1	11.653	0.000	0.500	45.000	0.0
1	11.670	0.000	0.500	45.000	0.0
1	11.687	0.000	0.500	45.000	0.0
1	11.703	0.000	0.500	45.000	0.0
1	11.720	0.000	0.500	45.000	0.0
1	11.737	0.000	0.500	45.000	0.0
1	11.757	0.000	0.500	45.000	0.0
1	11.774	0.000	0.500	45.000	0.0
1	11.791	0.000	0.500	45.000	0.0
1	11.807	0.000	0.500	45.000	0.0
1	11.823	0.000	0.500	45.000	0.0
1	11.840	0.000	0.500	45.000	0.0
1	11.856	0.000	0.500	45.000	0.0
1	11.874	0.000	0.500	45.000	0.0
1	11.889	0.000	0.500	45.000	0.0
1	11.911	0.000	0.500	45.000	0.0
1	11.927	0.000	0.500	45.000	0.0
1	11.944	0.000	0.500	45.000	0.0
1	11.961	0.000	0.500	45.000	0.0
1	11.977	0.000	0.500	45.000	0.0
